sl_no,slide_no,state,district,slide_name,nh_sh_location,latitude,longitude,material_involved,movement_type,history
27515,TN/NIL/58A11/2015-16/119,Tamil Nadu,Nilgiri,,Selas village near outlet of tunnel,11.323611,76.739167,Debris,Slide,NA
27516,TN/NIL/58A15/2015-16/308,Tamil Nadu,Nilgiri,,Runnymede Tea Estate,11.323611,76.791389,Debris,Slide,NA
27517,TN/NIL/58A11/2015-16/116,Tamil Nadu,Nilgiri,,Selas village,11.324444,76.748333,Debris,Slide,NA
27518,TN/NIL/58A15/2015-16/307,Tamil Nadu,Nilgiri,,Runnymede Tea Estate,11.324444,76.793056,Debris,Slide,NA
27519,TN/NIL/58A15/2015-16/310,Tamil Nadu,Nilgiri,,Runnymede Tea Estate,11.324444,76.790278,Debris,Slide,NA
27520,TN/NIL/58A11/2015-16/93,Tamil Nadu,Nilgiri,,B. Manihatti towards Tangadu,11.325278,76.665556,Debris,Subsidence,NA
27521,TN/NIL/58A15/2015-16/309,Tamil Nadu,Nilgiri,,Runnymede Tea Estate,11.325556,76.790833,Debris,Slide,NA
27522,TN/NIL/58A15/2015-16/311,Tamil Nadu,Nilgiri,,Runnymede Tea Estate,11.325833,76.790556,Debris,Slide,NA
27523,TN/NIL/58A11/2015-16/130,Tamil Nadu,Nilgiri,,"Culvert no. 13/2, Kanthala towards Kunda",11.326389,76.7275,Debris,Slide,NA
27524,TN/NIL/58A15/2015-16/300,Tamil Nadu,Nilgiri,,Glendale Tea Estate,11.326389,76.798333,Debris,Slide,NA
27525,TN/NIL/2009/0009,Tamil Nadu,Nilgiri,,,11.32722,76.80389,NA,,NA
27526,TN/NIL/58A15/2015-16/184,Tamil Nadu,Nilgiri,,Runnymede Tea Estate,11.327222,76.804167,Debris,Slide,NA
27527,TN/NIL/58A15/2015-16/325,Tamil Nadu,Nilgiri,,Runnymede Tea Estate,11.3275,76.793889,Debris,Slide,NA
27528,TN/NIL/58A15/2015-16/185,Tamil Nadu,Nilgiri,,Runnymede Tea Estate,11.327778,76.804167,Debris,Slide,NA
27529,TN/NIL/58A11/2015-16/125,Tamil Nadu,Nilgiri,,"PC.No:. 11/7, Kanthala towards Kunda",11.328333,76.749722,Debris,Slide,NA
27530,TN/NIL/58A15/2015-16/323,Tamil Nadu,Nilgiri,,"Katteri park,Runnymede railway station",11.328333,76.801111,Debris,Slide,NA
27531,TN/NIL/58A11/2015-16/126,Tamil Nadu,Nilgiri,,"MS.No:.19/11, Kanthala towards Kundha",11.328611,76.735278,Debris,Slide,NA
27532,TN/NIL/58A11/2015-16/74,Tamil Nadu,Nilgiri,,"MS.No:.614/6, Ithalar towards Porthi",11.329167,76.630556,Debris,Slide,NA
27533,TN/NIL/58A11/2015-16/127,Tamil Nadu,Nilgiri,,"Culvert no. 12/5, near Shiv Temple",11.329167,76.747778,Debris,Slide,NA
27534,TN/NIL/58A11/2015-16/101,Tamil Nadu,Nilgiri,,Ittalar to Bembatti,11.33,76.645833,Debris,Slide,NA
27535,TN/NIL/58A15/2015-16/324,Tamil Nadu,Nilgiri,,Runnymede railway track,11.330278,76.800556,Debris,Slide,NA
27536,TN/NIL/58A15/2015-16/326,Tamil Nadu,Nilgiri,,Near Glendale Tea Factory,11.330278,76.788889,Debris,Slide,NA
27537,TN/NIL/58A11/2015-16/73,Tamil Nadu,Nilgiri,,"MS.No: 614 /6, Ithalar towards Porthi.",11.330556,76.633333,Debris,Slide,NA
27538,TN/NIL/58A15/2015-16/251,Tamil Nadu,Nilgiri,,"NH-67, Katteri to Buliyar",11.330833,76.795,Debris,Slide,NA
27539,TN/NIL/58A15/2015-16/333,Tamil Nadu,Nilgiri,,Along Railway track,11.330833,76.808611,Debris,Slide,NA
27540,TN/NIL/58A11/2015-16/121,Tamil Nadu,Nilgiri,,Kilinchada village,11.331111,76.739444,Debris,Slide,NA
27541,TN/NIL/58A15/2015-16/250,Tamil Nadu,Nilgiri,,"NH-67, Katteri to Buliyar",11.331389,76.793889,Debris,Slide,NA
27542,TN/NIL/58A15/2015-16/327,Tamil Nadu,Nilgiri,,Near Katteri bend,11.331389,76.7875,Debris,Slide,NA
27543,TN/NIL/58A15/2015-16/304,Tamil Nadu,Nilgiri,,"Glendale Tea Estate, Karpuswami temple",11.331389,76.786667,Debris,Slide,NA
27544,TN/NIL/58A15/2015-16/253,Tamil Nadu,Nilgiri,,NH-67,11.331609,76.808422,Debris,Slide,NA
27545,TN/NIL/58A15/2015-16/306,Tamil Nadu,Nilgiri,,Glendale Tea Estate,11.331667,76.784722,Debris,Slide,NA
27546,TN/NIL/58A15/2015-16/305,Tamil Nadu,Nilgiri,,Glendale Tea Estate,11.331944,76.785,Earth,Slide,NA
27547,TN/NIL/58A15/2015-16/286,Tamil Nadu,Nilgiri,,Gandhipuram village,11.332222,76.798056,Debris,Slide,NA
27548,TN/NIL/58A15/2015-16/294,Tamil Nadu,Nilgiri,,"Mile stone no. 4, Katteri to Karumapalam",11.332222,76.779167,Debris,Slide,NA
27549,TN/NIL/58A15/2015-16/295,Tamil Nadu,Nilgiri,,Chinna Karumapalam village,11.332222,76.7675,Debris,Slide,NA
27550,TN/NIL/58A15/2015-16/249,Tamil Nadu,Nilgiri,,"Katteri Junction, Katteri to Burliyar",11.3325,76.791667,Debris,Slide,NA
27551,TN/NIL/58A15/2015-16/289,Tamil Nadu,Nilgiri,,West of Katteri road junction,11.3325,76.787778,Debris,Slide,NA
27552,TN/NIL/58A15/2015-16/291,Tamil Nadu,Nilgiri,,"PC.No:4/7, Katteri to Karumapalam",11.3325,76.784722,Debris,Slide,NA
27553,TN/NIL/58A15/2015-16/252,Tamil Nadu,Nilgiri,,NH-67,11.33272,76.793978,Debris,Slide,NA
27554,TN/NIL/58A15/2015-16/290,Tamil Nadu,Nilgiri,,"PC.No: 4/5, Katteri to Karumapalam",11.332778,76.785278,Debris,Slide,NA
27555,TN/NIL/58A15/2015-16/292,Tamil Nadu,Nilgiri,,"PC.No:4/8, Katteri to Karumapalam",11.332778,76.783333,Debris,Slide,NA
27556,TN/NIL/58A15/2015-16/293,Tamil Nadu,Nilgiri,,Katteri to Karumapalam,11.332778,76.7825,Earth,Slide,NA
27557,TN/NIL/58A15/2015-16/296,Tamil Nadu,Nilgiri,,Near Sivaram Tea Factory,11.332778,76.763889,Debris,Slide,NA
27558,TN/NIL/58A15/2015-16/167,Tamil Nadu,Nilgiri,,"HPB: 9/14, NH-67",11.333889,76.821389,Debris,Slide,NA
27559,TN/NIL/58A15/2015-16/318,Tamil Nadu,Nilgiri,,Katteri to Selas,11.333889,76.753333,Debris,Slide,NA
27560,TN/NIL/58A15/2015-16/280,Tamil Nadu,Nilgiri,,"HPB.No: 11/4, NH-67",11.334167,76.82,Debris,Slide,NA
27561,TN/NIL/58A15/2015-16/288,Tamil Nadu,Nilgiri,,Downslope of Sagaimatha hospital,11.334444,76.793333,Debris,Slide,NA
27562,TN/NIL/58A15/2015-16/166,Tamil Nadu,Nilgiri,,NH-67,11.334665,76.818422,Debris,Slide,NA
27563,TN/NIL/58A11/2015-16/114,Tamil Nadu,Nilgiri,,"Palada to Selas, near Katteri Dam",11.334722,76.736389,Debris,Slide,NA
27564,TN/NIL/58A15/2015-16/334,Tamil Nadu,Nilgiri,,Along Railway track,11.334722,76.813611,Earth,Slide,NA
27565,TN/NIL/58A15/2015-16/285,Tamil Nadu,Nilgiri,,Gandhipuram village,11.334722,76.799722,Earth,Slide,NA
27566,TN/NIL/58A11/2015-16/45,Tamil Nadu,Nilgiri,,Kallakorai to Tulitalai road,11.335,76.665833,Debris,Slide,NA
27567,TN/NIL/58A15/2015-16/168,Tamil Nadu,Nilgiri,,"MS.No:2/402, NH-67",11.335278,76.822222,Debris,Slide,NA
27568,TN/NIL/58A15/2015-16/165,Tamil Nadu,Nilgiri,,NH-67,11.335498,76.818422,Earth,Slide,NA
27569,TN/NIL/58A15/2015-16/173,Tamil Nadu,Nilgiri,,NH-67,11.336054,76.825922,Debris,Slide,NA
27570,TN/NIL/58A15/2015-16/176,Tamil Nadu,Nilgiri,,NH-67,11.336054,76.827867,Debris,Slide,NA
27571,TN/NIL/58A11/2015-16/46,Tamil Nadu,Nilgiri,,Tulitalai village,11.336111,76.663889,Earth,Slide,NA
27572,TN/NIL/58A15/2015-16/317,Tamil Nadu,Nilgiri,,Ennkadu Tea Estate,11.336111,76.756944,Earth,Slide,NA
27573,TN/NIL/58A15/2015-16/174,Tamil Nadu,Nilgiri,,NH-67,11.336332,76.827033,Debris,Slide,NA
27574,TN/NIL/58A15/2015-16/335,Tamil Nadu,Nilgiri,,Along Railway track,11.336389,76.818611,Earth,Slide,NA
27575,TN/NIL/58A15/2015-16/172,Tamil Nadu,Nilgiri,,"HPB.No:8/1,NH-67",11.336667,76.827778,Debris,Slide,NA
27576,TN/NIL/58A15/2015-16/179,Tamil Nadu,Nilgiri,,"NH-67, near Burliyar",11.336667,76.839722,Debris,Slide,NA
27577,TN/NIL/58A15/2015-16/171,Tamil Nadu,Nilgiri,,NH-67,11.336887,76.825922,Debris,Slide,NA
27578,TN/NIL/58A15/2015-16/178,Tamil Nadu,Nilgiri,,"NH-67, near Burliyar",11.336944,76.837222,Earth,Slide,NA
27579,TN/NIL/58A15/2015-16/170,Tamil Nadu,Nilgiri,,NH-67,11.337443,76.825089,Debris,Slide,NA
27580,TN/NIL/58A15/2015-16/180,Tamil Nadu,Nilgiri,,"NH-67, near Burliyar",11.3375,76.843333,Earth,Slide,NA
27581,TN/NIL/58A15/2015-16/169,Tamil Nadu,Nilgiri,,NH-67,11.33772,76.8237,Debris,Slide,NA
27582,TN/NIL/58A15/2015-16/177,Tamil Nadu,Nilgiri,,NH-67,11.33772,76.832033,Debris,Slide,NA
27583,TN/COI/58A15/2015-16/275,Tamil Nadu,Coimbatore,,NH-67,11.33772,76.860089,Debris,Slide,NA
27584,TN/NIL/58A15/2015-16/175,Tamil Nadu,Nilgiri,,NH-67,11.338554,76.827867,Debris,Slide,NA
27585,TN/NIL/58A15/2015-16/284,Tamil Nadu,Nilgiri,,NH-67,11.338554,76.798422,Debris,Slide,NA
27586,TN/NIL/58A15/2015-16/303,Tamil Nadu,Nilgiri,,Kannimariamman Koil,11.338889,76.801667,Debris,Slide,NA
27587,TN/COI/58A15/2015-16/274,Tamil Nadu,Coimbatore,,NH-67,11.339387,76.857589,Debris,Slide,NA
27588,TN/NIL/58A11/2015-16/47,Tamil Nadu,Nilgiri,,Balakola village - Tea Estate,11.339444,76.682222,Debris,Subsidence,NA
27589,TN/NIL/58A15/2015-16/272,Tamil Nadu,Nilgiri,,NH-67,11.339665,76.855089,Debris,Slide,NA
27590,TN/NIL/58A11/2015-16/71,Tamil Nadu,Nilgiri,,Ithalar village,11.339722,76.635,Debris,Slide,NA
27591,TN/NIL/58A15/2015-16/181,Tamil Nadu,Nilgiri,,NH-67,11.339943,76.8437,Debris,Slide,NA
27592,TN/COI/58A15/2015-16/277,Tamil Nadu,Coimbatore,,NH-67,11.339943,76.863978,Debris,Slide,NA
27593,TN/COI/58A15/2015-16/279,Tamil Nadu,Coimbatore,,NH-67,11.339943,76.868144,Debris,Slide,NA
27594,TN/NIL/58A15/2015-16/270,Tamil Nadu,Nilgiri,,NH-67,11.339943,76.852589,Debris,Slide,NA
27595,TN/NIL/58A15/2015-16/271,Tamil Nadu,Nilgiri,,NH-67,11.339943,76.8537,Debris,Slide,NA
27596,TN/COI/58A15/2015-16/278,Tamil Nadu,Coimbatore,,NH-67,11.34022,76.864811,Debris,Slide,NA
27597,TN/NIL/58A15/2015-16/269,Tamil Nadu,Nilgiri,,NH-67,11.34022,76.849811,Debris,Slide,NA
27598,TN/NIL/58A15/2015-16/281,Tamil Nadu,Nilgiri,,"NH-67, near Coonoor Rly. Station",11.340278,76.797222,Debris,Slide,NA
27599,TN/NIL/58A15/2015-16/282,Tamil Nadu,Nilgiri,,"NH-67, near Coonoor Rly. Station",11.340278,76.797778,Debris,Slide,NA
27600,TN/COI/58A15/2015-16/276,Tamil Nadu,Coimbatore,,NH-67,11.340498,76.862311,Debris,Slide,NA
27601,TN/NIL/58A15/2015-16/188,Tamil Nadu,Nilgiri,,"NH-67, near Coonoor Rly. Station",11.340556,76.796667,Debris,Slide,NA
27602,TN/COI/58A15/2015-16/273,Tamil Nadu,Coimbatore,,NH-67,11.340776,76.857033,Debris,Slide,NA
27603,TN/NIL/58A15/2015-16/283,Tamil Nadu,Nilgiri,,NH-67,11.341054,76.797867,Debris,Slide,NA
27604,TN/NIL/58A11/2015-16/72,Tamil Nadu,Nilgiri,,road from Ithalar to Porthi,11.341111,76.632222,Debris,Subsidence,NA
27605,TN/COI/58A15/2015-16/328,Tamil Nadu,Coimbatore,,Along Railway track,11.341111,76.935556,Debris,Slide,NA
27606,TN/COI/58A15/2015-16/329,Tamil Nadu,Coimbatore,,Along Railway track,11.341111,76.938889,Debris,Slide,NA
27607,TN/NIL/58A15/2015-16/268,Tamil Nadu,Nilgiri,,NH-67,11.342165,76.850089,Debris,Slide,NA
27608,TN/NIL/58A15/2015-16/267,Tamil Nadu,Nilgiri,,NH-67 Burliyar checkpost,11.342222,76.850833,Debris,Slide,NA
27609,TN/NIL/58A11/2015-16/161,Tamil Nadu,Nilgiri,,Emarald to ParsonΓò₧s Valley,11.3425,76.596389,Debris,Slide,NA
27610,TN/NIL/58A15/2015-16/319,Tamil Nadu,Nilgiri,,Carolin Tea Estate,11.3425,76.775833,Debris,Slide,NA
27611,TN/NIL/58A15/2015-16/322,Tamil Nadu,Nilgiri,,"Near hair pin bend no. 4/14, NH- 67",11.3425,76.849444,Earth,Slide,NA
27612,TN/NIL/58A15/2015-16/332,Tamil Nadu,Nilgiri,,Along Railway track,11.342778,76.853889,Debris,Slide,NA
27613,TN/NIL/58A15/2015-16/266,Tamil Nadu,Nilgiri,,Burliyar checkpost,11.342778,76.850833,Debris,Slide,NA
27614,TN/NIL/58A15/2015-16/331,Tamil Nadu,Nilgiri,,Along Railway track,11.343056,76.855556,Debris,Slide,NA
27615,TN/NIL/58A15/2015-16/183,Tamil Nadu,Nilgiri,,NH-67,11.343276,76.846755,Earth,Slide,NA
27616,TN/NIL/58A15/2015-16/182,Tamil Nadu,Nilgiri,,NH-67,11.343554,76.847311,Debris,Slide,NA
27617,TN/COI/58A15/2015-16/321,Tamil Nadu,Coimbatore,,"Hair pin bend no. 2/14, NH-67",11.343727,76.873724,Debris,Slide,NA
27618,TN/COI/58A15/2015-16/336,Tamil Nadu,Coimbatore,,Along Railway track,11.343889,76.863333,Rock,Slide,NA
27619,TN/COI/58A15/2015-16/330,Tamil Nadu,Coimbatore,,Along Railway track,11.344167,76.861111,Debris,Slide,NA
27620,TN/NIL/58A15/2015-16/236,Tamil Nadu,Nilgiri,,"NH-67, near Coonoor Rly. Station",11.344167,76.756944,Earth,Slide,NA
27621,TN/COI/58A15/2015-16/337,Tamil Nadu,Coimbatore,,Along Railway track,11.346667,76.878333,Rock,Slide,NA
27622,TN/NIL/58A11/2015-16/38,Tamil Nadu,Nilgiri,,"PC.No:13/2, Yellakkandi towards Ittalar",11.346944,76.641389,Earth,Slide,NA
27623,TN/NIL/58A11/2015-16/40,Tamil Nadu,Nilgiri,,Tulitalai Village,11.347778,76.666944,Debris,Slide,NA
27624,TN/NIL/58A11/2015-16/164,Tamil Nadu,Nilgiri,,Porthimund Dam towards catchment-II,11.348333,76.577778,Debris,Slide,NA
27625,TN/NIL/58A11/2015-16/36,Tamil Nadu,Nilgiri,,"Yellakkandi to Ittalar, near Temple",11.348889,76.643333,Debris,Slide,NA
27626,TN/NIL/58A11/2015-16/39,Tamil Nadu,Nilgiri,,Ittalar village,11.349444,76.6425,Debris,Slide,NA
27627,TN/NIL/58A15/2015-16/320,Tamil Nadu,Nilgiri,,"Behind MGM Resort, Wellington",11.35,76.786389,Debris,Slide,NA
27628,TN/NIL/58A15/2015-16/316,Tamil Nadu,Nilgiri,,Palamtottam village,11.350556,76.763889,Debris,Slide,NA
27629,TN/NIL/58A11/2015-16/163,Tamil Nadu,Nilgiri,,Porthimund Dam towards catchment-II,11.351944,76.578611,Debris,Slide,NA
27630,TN/NIL/58A11/2015-16/48,Tamil Nadu,Nilgiri,,"Nundala Junction to Nundala Mattam, PC.No:8/5",11.355278,76.693611,Debris,Slide,NA
27631,TN/NIL/58A11/2015-16/35,Tamil Nadu,Nilgiri,,"Vinobali Nagar, PC.No:10/5",11.357222,76.650833,Earth,Slide,NA
27632,TN/NIL/58A11/2015-16/49,Tamil Nadu,Nilgiri,,Nundala Junction to Nundala Mattam.,11.357778,76.696944,Debris,Slide,NA
27633,TN/NIL/58A11/2015-16/44,Tamil Nadu,Nilgiri,,Kallakorai Village,11.358333,76.668056,Earth,Slide,NA
27634,TN/NIL/58A15/2015-16/265,Tamil Nadu,Nilgiri,,"HPB.No:4/7, Kotagiri to Mettupalayam",11.358333,76.606111,Debris,Slide,NA
27635,TN/NIL/58A15/2015-16/237,Tamil Nadu,Nilgiri,,"Black bridge, Willington Cantonment, NH-67",11.359444,76.781667,Debris,Slide,NA
27636,TN/NIL/58A15/2015-16/244,Tamil Nadu,Nilgiri,,"Coonoor to Kattabettu, PC.No: 14/15",11.359444,76.808889,Earth,Slide,NA
27637,TN/NIL/58A15/2015-16/238,Tamil Nadu,Nilgiri,,"NH-67,BoyΓò₧s Company",11.36,76.775833,Debris,Slide,NA
27638,TN/NIL/58A11/2015-16/50,Tamil Nadu,Nilgiri,,Nundala Junction to Nundala Mattam.,11.360278,76.703056,Debris,Slide,NA
27639,TN/NIL/58A11/2015-16/51,Tamil Nadu,Nilgiri,,Nundala Junction to Nundala Mattam.,11.360278,76.705833,Debris,Slide,NA
27640,TN/NIL/58A15/2015-16/302,Tamil Nadu,Nilgiri,,Karanci village,11.3625,76.834167,Debris,Slide,NA
27641,TN/NIL/58A11/2015-16/162,Tamil Nadu,Nilgiri,,"Near power house, towards Porthimund",11.362778,76.605,Earth,Slide,NA
27642,TN/NIL/58A15/2015-16/315,Tamil Nadu,Nilgiri,,Kil Biketti to Ambikapuram,11.362778,76.761389,Debris,Slide,NA
27643,TN/NIL/58A15/2015-16/264,Tamil Nadu,Nilgiri,,Fevendale Tea Estate,11.363333,76.903611,Debris,Slide,NA
27644,TN/NIL/58A11/2015-16/57,Tamil Nadu,Nilgiri,,"MS.No:24/2, NH 67",11.363889,76.722222,Earth,Slide,NA
27645,TN/NIL/58A11/2015-16/52,Tamil Nadu,Nilgiri,,Gandhi Pettai SC.No:5/6,11.365278,76.708611,Earth,Slide,NA
27646,TN/NIL/58A15/2015-16/245,Tamil Nadu,Nilgiri,,"Coonoor to Kattabettu, MS.No:4 5/4",11.365278,76.818056,Earth,Slide,NA
27647,TN/NIL/58A11/2015-16/53,Tamil Nadu,Nilgiri,,"Gandhi Pettai,MS.No:84/8",11.365556,76.708056,Earth,Slide,NA
27648,TN/NIL/58A11/2015-16/24,Tamil Nadu,Nilgiri,,"Near Tribal Museum, Kappatorai towards Palada",11.366667,76.6625,Earth,Slide,NA
27649,TN/NIL/58A11/2015-16/4,Tamil Nadu,Nilgiri,,Tuneri village,11.368889,76.748056,Debris,Subsidence,NA
27650,TN/NIL/58A15/2015-16/301,Tamil Nadu,Nilgiri,,Mukkumalai Tea Estate,11.368889,76.855556,Debris,Slide,NA
27651,TN/NIL/58A11/2015-16/5,Tamil Nadu,Nilgiri,,Tuneri village,11.369444,76.748889,Debris,Subsidence,NA
27652,TN/NIL/58A11/2015-16/25,Tamil Nadu,Nilgiri,,Kappatorai towards Palada; SC.No: 7/5,11.3725,76.664167,Earth,Slide,NA
27653,TN/NIL/58A11/2015-16/26,Tamil Nadu,Nilgiri,,Slab Culvert .No: 7/5,11.3725,76.664167,Earth,Flow,NA
27654,TN/NIL/58A15/2015-16/246,Tamil Nadu,Nilgiri,,Bandishola village PC:No:7/6,11.373611,76.817222,Debris,Slide,NA
27655,TN/NIL/58A11/2015-16/55,Tamil Nadu,Nilgiri,,Alhada road junction,11.374444,76.711111,Earth,Slide,NA
27656,TN/NIL/58A15/2015-16/239,Tamil Nadu,Nilgiri,,NH-67,11.374665,76.758422,Earth,Slide,NA
27657,TN/NIL/58A11/2015-16/84,Tamil Nadu,Nilgiri,,Lovedale Railway junction,11.374722,76.741389,Earth,Slide,NA
27658,TN/NIL/58A11/2015-16/70,Tamil Nadu,Nilgiri,,Porthimund dam,11.375,76.572222,Debris,Slide,NA
27659,TN/NIL/58A11/2015-16/83,Tamil Nadu,Nilgiri,,Lovedale towards Allada,11.375,76.710278,Earth,Slide,NA
27660,TN/NIL/58A15/2015-16/263,Tamil Nadu,Nilgiri,,"PC.No:38/8, Ubbekombai village",11.375,76.897222,Debris,Slide,NA
27661,TN/NIL/58A15/2015-16/240,Tamil Nadu,Nilgiri,,NH-67,11.37522,76.755922,Earth,Slide,NA
27662,TN/NIL/58A11/2015-16/189,Tamil Nadu,Nilgiri,,Porthimund village,11.376111,76.578889,Debris,Slide,NA
27663,TN/NIL/58A11/2015-16/66,Tamil Nadu,Nilgiri,,"NH 67, west of Yellanhalli road junction",11.377778,76.743056,Earth,Slide,NA
27664,TN/NIL/58A11/2015-16/87,Tamil Nadu,Nilgiri,,"Ketti Railway station, PC.No: 1/7",11.378056,76.740278,Debris,Slide,NA
27665,TN/NIL/58A11/2015-16/88,Tamil Nadu,Nilgiri,,"Ketti Railway Junction, PC.No: 1/7",11.378056,76.740278,Debris,Slide,NA
27666,TN/NIL/58A15/2015-16/187,Tamil Nadu,Nilgiri,,Near Pachaikadu village,11.378056,76.833056,Debris,Slide,NA
27667,TN/NIL/58A15/2015-16/257,Tamil Nadu,Nilgiri,,"PC.No. 37/6, Kotagiri to Mettupalayam",11.378889,76.899444,Debris,Slide,NA
27668,TN/NIL/58A11/2015-16/86,Tamil Nadu,Nilgiri,,Ketti to Achanakkal MS.No: 4 1/4,11.379167,76.7025,Debris,Slide,NA
27669,TN/NIL/58A11/2015-16/85,Tamil Nadu,Nilgiri,,Halada village,11.379444,76.715278,Debris,Slide,NA
27670,TN/NIL/58A15/2015-16/186,Tamil Nadu,Nilgiri,,Pachaikadu Tea Estate,11.380556,76.824444,Debris,Slide,NA
27671,TN/NIL/58A11/2015-16/37,Tamil Nadu,Nilgiri,,"PC.No:12/5, Yellakkandi to Ittalar Road",11.381111,76.641944,Earth,Slide,NA
27672,TN/NIL/58A11/2015-16/23,Tamil Nadu,Nilgiri,,1 km South of Kuruduguli village,11.381389,76.642778,Earth,Slide,NA
27673,TN/NIL/58A11/2015-16/82,Tamil Nadu,Nilgiri,,Lovedale Railway junction,11.381667,76.706111,Earth,Slide,NA
27674,TN/NIL/58A15/2015-16/297,Tamil Nadu,Nilgiri,,Kambaishola village,11.381944,76.788611,Debris,Slide,NA
27675,TN/NIL/58A15/2015-16/256,Tamil Nadu,Nilgiri,,Tottapalam bus stop,11.382778,76.891944,Debris,Slide,NA
27676,TN/NIL/58A11/2015-16/81,Tamil Nadu,Nilgiri,,Lovedale railway junction; MS.No: MD1077/2,11.383056,76.706389,Earth,Slide,NA
27677,TN/NIL/58A11/2015-16/65,Tamil Nadu,Nilgiri,,Along NH 67,11.384167,76.735278,Earth,Slide,NA
27678,TN/NIL/58A11/2015-16/63,Tamil Nadu,Nilgiri,,"NH67, MS.No: 242 6/2",11.385,76.734167,Earth,Slide,NA
27679,TN/NIL/58A11/2015-16/34,Tamil Nadu,Nilgiri,,"Mullikorai towards Palada, PC.No:5/1",11.385833,76.674444,Debris,Slide,NA
27680,TN/NIL/58A11/2015-16/64,Tamil Nadu,Nilgiri,,Perinha Vilas├╖ K. Sukumar Bunglow,11.386389,76.734722,Earth,Slide,NA
27681,TN/NIL/58A11/2015-16/62,Tamil Nadu,Nilgiri,,"NH67, MS.No:242 6/2",11.386667,76.733333,Earth,Slide,NA
27682,TN/NIL/58A11/2015-16/60,Tamil Nadu,Nilgiri,,"Telescope View Point, Divine Hills",11.387222,76.723333,Debris,Slide,NA
27683,TN/NIL/58A11/2015-16/33,Tamil Nadu,Nilgiri,,PC.No: 3/7 road towards Palada,11.389444,76.674444,Earth,Slide,NA
27684,TN/NIL/58A11/2015-16/59,Tamil Nadu,Nilgiri,,"MS.No:24/2, NH 67",11.39,76.718611,Earth,Subsidence,NA
27685,TN/NIL/58A11/2015-16/61,Tamil Nadu,Nilgiri,,"Manthada, Mariamman Koil temple",11.39,76.718611,Debris,Slide,NA
27686,TN/NIL/58A11/2015-16/32,Tamil Nadu,Nilgiri,,Mullikorai PC. No: 3/7,11.391111,76.675556,Earth,Slide,NA
27687,TN/NIL/58A11/2015-16/54,Tamil Nadu,Nilgiri,,"Lovedale Tea Estate, PC.No:1/5",11.391389,76.713889,Debris,Slide,NA
27688,TN/NIL/58A11/2015-16/58,Tamil Nadu,Nilgiri,,Satyasai Nagar,11.391389,76.719444,Debris,Slide,NA
27689,TN/NIL/58A11/2015-16/31,Tamil Nadu,Nilgiri,,Mullikorai PC. No:3/7,11.3925,76.676667,Earth,Slide,NA
27690,TN/NIL/58A11/2015-16/30,Tamil Nadu,Nilgiri,,Mullikorai MS.No: 2/8,11.392778,76.676667,Debris,Slide,NA
27691,TN/NIL/58A11/2015-16/29,Tamil Nadu,Nilgiri,,Mullikorai village road towards Palada,11.393056,76.6775,Earth,Slide,NA
27692,TN/NIL/58A15/2015-16/298,Tamil Nadu,Nilgiri,,"Anna Nagar, 1 Km NE Bettati junction",11.393056,76.815556,Debris,Slide,NA
27693,TN/NIL/58A11/2015-16/28,Tamil Nadu,Nilgiri,,"Mullikorai village, road towards Palada",11.393333,76.6775,Debris,Slide,NA
27694,TN/NIL/58A11/2015-16/27,Tamil Nadu,Nilgiri,,Mullikorai village; PC.No: 3/6,11.393611,76.678056,Debris,Slide,NA
27695,TN/NIL/58A11/2015-16/56,Tamil Nadu,Nilgiri,,"NH 67, near Nondimedu Village",11.398056,76.718333,Earth,Slide,NA
27696,TN/NIL/58A11/2015-16/79,Tamil Nadu,Nilgiri,,Elk hill,11.398611,76.708056,Debris,Slide,NA
27697,TN/NIL/58A11/2015-16/80,Tamil Nadu,Nilgiri,,Elk hill,11.4,76.708333,Debris,Slide,NA
27698,TN/NIL/58A15/2015-16/247,Tamil Nadu,Nilgiri,,"Bandishola village, PC:No:7/6",11.400278,76.800556,Debris,Slide,NA
27699,TN/NIL/58A15/2015-16/248,Tamil Nadu,Nilgiri,,Coonoor to Kattabettu,11.400556,76.813056,Debris,Slide,NA
27700,TN/NIL/58A11/2015-16/89,Tamil Nadu,Nilgiri,,Thalayatimund village,11.401389,76.721389,Earth,Slide,NA
27701,TN/NIL/58A11/2015-16/11,Tamil Nadu,Nilgiri,,Pudu Thottam.,11.404167,76.744444,Earth,Slide,NA
27702,TN/NIL/58A11/2015-16/10,Tamil Nadu,Nilgiri,,PC.no: 8/13 Dodabetta towards Perar,11.405556,76.742778,Debris,Slide,NA
27703,TN/NIL/58A15/2015-16/299,Tamil Nadu,Nilgiri,,Togalhatti,11.4075,76.820833,Debris,Slide,NA
27704,TN/NIL/58A15/2015-16/219,Tamil Nadu,Nilgiri,,Perar to Kattabettu,11.4075,76.808611,Debris,Slide,NA
27705,TN/NIL/58A15/2015-16/218,Tamil Nadu,Nilgiri,,"Perar to Kattabettu,PC.No:18/3",11.407778,76.808889,Earth,Slide,NA
27706,TN/NIL/58A15/2015-16/217,Tamil Nadu,Nilgiri,,Perar to Kattabettu,11.408056,76.807778,Debris,Slide,NA
27707,TN/NIL/58A15/2015-16/254,Tamil Nadu,Nilgiri,,"Betlada village, Kotagiri to Konnacombai",11.408521,76.884438,Debris,Slide,NA
